,tunes
243,e2Bdd2B2e2gaf2e2|fed2d2A2d2B2d4|ed3d2B2e2fgf2e2|e2d2d2e2e4d4||e2Bdd2A2e2gagfe2|f2d2d2A2d2B2d4|e2d2d2B2e2g2f2e2|e2d2d2e2e3dd4||a2d'2d'2bd'd'ag2g4|fefgfg3a4a2d'b|g2bd'd'2g2g2d2g2e2|e2d2d2f2e2d2d4||a2d'2d'2b2b2g2g4|e2g2f2g2a4a2d'b|g2b2d'2g2g2d2f2e2|e2d2d2f2e2d2d4
244,"D4D2E2D4D2F2|D2B,2D4E4D2E2|D2EDE2F2E2DEE2A2|G2A2F2E2D4D4||D4D2E2D4D2GF|D2B,2D4E2DED2E2|D2E2E2F2E2DEE2A2|G2A2FGE2DED2D4||B2A2B2d2d4A3G|G2E2E2G2E4E4|G2A2d4d4d4|B2A2G2E2E2D2D4||A3BB2d2d4A2G2|G2E2E2G2E4E4|A2d2d4f2g2g2ed|B2A2G2E2E2D2D4"
245,G2E2E4ABdBd2ed|e4e2d2d2A2BAd2|d2A2G4d2g2g2d2|g2e2e2d2d2A2A4||G2E2E2FEA2d2d2e2|e4e2d2d2A2B2d2|d2A2G4d2g2g2d2|g2e2e2d2d2A2A2GA||f2g2fgfgg2e2e2d2|e2f2g2e2d2g2g2a2|g2f2g2e2a2d2g2d2|gf3e2d2d2A2A4||fgf2fgf2g2e2e2d2|e2f2g2e2e2g2g2a2|b2d'2d'2a2a2e2f2e2|gf3e2d2d2A2A4
246,G2AGBd3d4d2B2|EFA2d4ede2ed3|F2d2d4e4deB2|g2d2d4d2B2B2A2||G2AGB2d2d4d2AB|EFA2d4e4d4|F2d2d4e4d2B2|g2d2d4d2B2AB3||a4b2a2a2g2a2b2|g2a2d'2a2a2g2a4|g2a2g4a2g2a2g2|g2e2d4d2B2B4||a4aba2gag2a2b2|a2bab2a2a2g2a2ga|aga2g4a4a2g2|g2e2d4d4B4
247,A2BGd4dBdAded2|BdeddgeddfedBdA2|B2A2BA3BABded2f|ede2fd2fe2d2d2ed||GAGEBdBddB2Ad2eg|dAd2dAe2e3dAB3|Ad3d2e2d2A2fdBd|fedefd2fd3Gfe2d||ef2ggfgaab2d'a2ge|dedfg2add2edd2A2|e3gg3aag2bbaf2|gf2gagadd4fe3||ef2gg2fgg3ag3f|d3fe2d2e2d2d2B2|edeggag2g3afg2e|d3ee3Bd2e2d3e
248,"A4d2edd2edA2G2|E4E2G2E2D2D4|G2B2GAd2G2B2A2d2|g2age2g2a2f2d2e2||A4d2e2d4d2A2|FE2FAGFGE2D2B,D3|A2B2A2d2GAB2A2d2|gfa2gfege3dge3||e2d2g4b2a2g4|g3ag2fed2A2A2d2|a2b2e2g2a4b2d'2|a2g2a3ggfe2fed2||e2d2g4d'2abf2a2|b2a2g2e2d2B2A2D2|E4DE3D2F2GAe2|a2g2g3fe4d2ef"
249,d4f2d2f2d2e2d2|d2A2e2A2e2d2d2g2|d4d3eg2e2f2a2|gfe2e2d2e2d2d4||d4f2d2f2d2e2d2|d2A2e2A2e2d2d2g2|d4ed3g2e2f2a2|g2e2e2d2e2d2d4||e2a2a2fgg4g2a2|g2a2d'2a2e2g2f3g|efb2b3d'd'4d'2a2|gaf2e2d2e2d2d4||e2a2a2fgg4g2a2|g2a2bd'a2e2g2e2g2|a2baa2b2d'4d'4|a2g2e2d2e2d2d4
250,d2ede2dedBedgagf|Adedd4d2B2d4|e2fegf2ed2ede4|ed2ed2Bfd3ed2ed||f2e2g2efd2edg4|d2edd2g2gfA2A2d2|e4gfdee4e2de|d4eBdfd3Age3||g2e2d'2gag2bd'd'3b|agad'f'e'd'2d'bf2fef2|g2a2d'2a2gad'2d'bga|g2fgagfdfd3ed3||f4d'2g2d'2abgad'b|a3d'd'3bd'2gfe4|g2a2a2d'2ga3de3|d2f2e2gdd4d2e2
251,"D2B,2B,D3D3EF2E2|FG3A2F2G4BAGA|GFEFD2E2D2G2FGFE|E2D2G2F2D2B,2D4||D2B,2B,D3D2E2F2E2|F2AGA2EFG4BAGA|G2EFD2E2D2A2F4|E2DEG2F2D2B,DD4||d4d4B2G2FGE2|D2G2A2G2A2d2e2de|d4d4d2F2d2B2|F2G2F2E2D4D4||A2d2d4d2G2F4|D2G2G4A2d2e2f2|e4fed2d4A4|d2A2GFD2D2B,2B,4"
252,e4f2deA2e2d2d'2|g2aba2e2a2f2a2e2|age2ed3A2feefd'2|ad'b2g2f2e3fd4||e4f2deBAe2d2d'2|aga2bae2a2f2a2e2|a2e2ed3BAe2gfd'2|d'2abagf2e2d2edg2||d'ba2d'b2d'e'4e'2d'2|d'e'd'2a2d'2d'2a2d'4|d'2aba2d'2e'2f'e'd'2a2|a2d'2a2f2e2d2d2a2||b4bad'2e'4d'4|d'4agd'2d'2a2bad'2|g'2a2d'3bd'4a2g2|f2d'2a2f2e4d4
253,f2G2B2A2A2d2d4|d2B2f2d2e3df2d2|d4d4d2e2a2e2|f2a2g2a2b2d'2g4||f2G2B2A2BAd2d4|d4f2d2e4f2d2|d4d4d2e2a2e2|f2a2g2baa2g2baga||a4b2a2b2g2a4|a2g2f2d2f4d4|g2a2a4a4d'2a2|g4e2g2a4a4||a4a4d'bg2a4|a2g2f2d2gf3d4|e2fgg2d'2d'2e'2e'2d'2|d'2b2d'4b2a2g4
254,"DE3EFE2D4D4|DED2EFGFEF2ED4|DEDED2A,B,D4E4|AGA2F2G2BdABdBGA||G2DED4B,2E2D4|DEFEDE2DFE3D4|D4D2A,2B,2D2D4|G2A2d2GAD2GEF2E2||FGAGA4E4D4|E4ED3D2EFE2D2|D2EFD2E2E4D2EF|F2A2EFG2G2AGA2Bd||E2G2A4F2D2D4|E2F2D4D2E2D4|D2E2G4F2E2D2FG|A2G2E2G2EFE2E4"
255,d4eg2egfaegbge|dfbded'gddbadfge2|gfgad'ag2afdagdeb|adegfeAad4d2ed||bd'3bd'2bgeafa2ga|gfd2d'g3e2gdd2ge|fde2d'agegegfa2de|aed2aBabed2Ggd2e||g3fba3d'4d'3b|d'2ad'd'2e'aa4ed2e|ea2bad'bgd'2ad'd'2ba|gd'3d'3dae3d4||g2agd'4d'e'd'2d'4|a2bd'd'3gad'g2e3f|ad'bd'ad'e'd'ad'bd'ab3|gd'3gd'e'gfde2d4
256,d4fed2B2d2d2e2|e2f2e2d2e2G2GAG2|f2g2d4A2d2d2A2|d2e2e2d2f2d2e2d2||d4fed2B2d2d2e2|e2gfe2d2e2G2G4|f2g2d4A2d2d2A2|d2e2e2d2f2d2edf2||d'3e'bad'2d'ba2f2a2|d'2a2a4d'bg2g2a2|gad'2g2d'2a2g2e2d2|e2d2e4f2d2d2g2||d'4bad'2d'2g2f2a2|d'2b2a2d'2d'2f2a4|g2d'2g2d'2a4g4|d4e4f2d2d4
257,FGE2EFE2BAGAA2G2|F2G2G2E2D4D2E2|dA3AGEGAG2AdBde|fde2ed2fe4d4||F2E2EFE2B2G2A2FG|F2G2F2E2D4D2G2|AdG2G4BdG2d2Ad|ed3bfdgd3Ae3d||d4d2e2d2BAB2d2|d2f2g2fee4d2e2|g2d2d2A2d2E2AGd2|efg2d2gdd4e2d2||d4d2e2e2d2d2e2|a4b2a2g2e2d2e2|d4d2feA2E2A3d|d2Bdefedd3ed4
258,BAB2e2g2e2d2d2e2|d4e4d2A2A4|B2d2fe3e2d2d2fg|ge3ed2ge2deede2||d2edg2a2g2e2e2d2|d2e2e2age2A2A4|B2d2efd2fed2e2de|e3dedegd3Afd3||g4d'2b2g2f2g2f2|d'bad'e'd'abbae2f2e2|g3ad'2gfa2bd'baga|abg2a3dfde2d4||g2a2d'4d'2g2g4|d'4d'4f'e'a2g2f2|g2abd'2a2gag2eg2a|egeffgaed4e4
259,FGFEG2A2d2G2AGd2|d2A2AGA2d2B2F4|F2dBA2G2G2E2d2FG|d2GAF2A2A2D2E2D2||FGFEG2A2d2G2AGd2|d2A2AGA2d2B2F4|F2d2A2G2G2E2d2F2|d2G2F2B2A2DEE2D2||ba3g2b2g4g2a2|g2d2d2f2e2f2d4|e2a2e2a2e2f2e4|d4A2B2A2E2E2D2||a4g2b2g4f2a2|g2d2d2fee2f2d2e2|d2g2e2g2g2d'ba2g2|f2d2d2A2A2E2E2D2
260,ed3g2e2e2d2BAe2|B2d2d4A2d2A2d2|d2efg2d2e2d2d2a2|g2e2d4d2e2d2B2||d4g2e2e2d2B2e2|B2d2d4BAd2A2d2|ede2g2d2e2d2d2a2|g2e2d2B2ded2edfe||b2gbfe3g2b2g2e2|d'4g2a2a2d'bb2d'2|a2g2g2f2g2d'2e2g2|f2e2e2d2d4d2g2||b2a2e4aga2g2e2|d'4g2a2a2d'bbabd'|d'2b2g2fea2d'2e2g2|f2e2e2d2d4d4
261,d2B2A2G2F2G2G2d2|d2A2d2G2d2edg2e2|d4A4A2d2d3e|e2dee2d2B2d2d4||d2B2A2G2F2G2G2d2|d2A2d2G2d2e2g2e2|d4A4A2d2d2e2|e2dee2d2B2d2d4||g4g2a2g4g2a2|a2g2a2f2gfa2f2a2|g2b2b2a2a2b2ab3|a2e2e2d2d4d4||g4g2a2ag3g2a2|a2g2a2f2g2a2gf3|e2f2g2B2d4d4|d4e2d2d4d4
262,E2D2E2G2A4F2EF|E4E2GFA4Bd2B|G4G3AA2G2FEG2|G2BAA2G2e4d4||E2D2E2G2A4FGFG|F2DEGEFGBA3A2d2|AG3G4A2G2E2G2|G2d2d2A2d4fe3||d4d4d4A2dB|G4A2d2d4e4|dBd2d2BAd2B2G2A2|d4d2A2d4f2e2||d4d4d4A2d2|A2G2A2dBd4d3e|d2e2g2e2d2A2G2A2|d4d2A2d2e2d3e
263,D4D4GFG2A2G2|G2EFAGE2E4G2A2|F3EF3GBAd2e2A2|e2d2dB3BA3A2G2||D4D4G4A2G2|G2EFAGE2E4G2A2|FGF2F4B2d2deA2|e2d2d2B2B2GAGA3||e4e2d2e4g2e2|g2f2f2e2d2e2e2g2|e4e2d2e4g2e2|e3dd4B2A2A2B2||e4e2d2e4fge2|g2f2e4d2e2feg2|e2g2g2e2gfg2e4|e4d2B2B2A2A2GA
264,d4f2e2d4A2d2|G3Ad3ed2A2BAd2|d4e2f2d4d2e2|g4e2d2d4d4||d4gfe2d4A2d2|G4d4d2A2A2d2|d4e2f2d4d2e2|agfge2d2d4d4||g3aa2g2a2b2a4|b2abd'2a2g2f2e4|g3ab2g2b4a2d'2|a2g2e2d2e2d2d4||g2a2g4a2b2a4|d'4d'2a2a2f2e4|g2a2a2e2e2d2d2gf|e4e2d2e2d2d4
265,d4d4d4d2B2|BAd2d4d2A2G2F2|d4d2A2d4d2A2|d4d2B2AGd2BdA2||d4d4ed3d2B2|B2d2d4d2A2G2F2|d4d2A2d4d2A2|d4d2B2GAB2d2e2||a2b2d'2b2g2e2e2f2|fea2a3gefg2g2e2|a4bag2e2d2d4|d2e2d2B2A4d2e2||a2b2d'2bag2e2e2f2|f2a2a2g2f2g2g2f2|a2b2b2g2e2A2ABd2|d2e2d2B2A2d2B2A2
266,"B,2D2D4DB,A,B,D4|DED2D2B,2ED2EE4|D4D2B,DB,2D2G2F2|F2D2D2E2F2E2FEDE||D3B,D4B,4D4|E4D2B,2ED3F2E2|D4D2B,2D4F2E2|E2D2F2DED4D4||D2G2G4E2D2B,2D2|A,2D2E2D2E2F2E2G2|D2F2A2F2E2A,2D2E2|E2D2D4D4D2E2||D2G2G3FE2D2B,2D2|B,2D2EDE2E4E2A2|E2G2G2F2E2B,2D2E2|G2E2D4D4B,2A,2"
267,"B4d4d4G2E2|F2E2G4E2D2D4|F2A2A4A4d2A2|B2A2F4A2G2A4||B4d4d4A2E2|F2E2G2FGE2D2B,D3|G2A2d4d4d2A2|d4e2d2d2ede4||d4d4d4d4|A2FGG2A2A2G2F4|d2B2B3Ad4d2A2|G2A2A3Gd4d4||d4d4d4d4|A2G2G2A2A2G2F2EF|d2B2B4d4d2A2|G2B2d2A2A3BA4"
268,fefgg2f2e2d2d4|E2A2B4A2d2d4|e2feefedefe2e2d2|e4d4e2d2d4||f4g2f2e2d2d4|E2A2B4A2d2d4|e4g4g2age2d2|ededd4e2d2d4||f4g2f2gag2b2d'2|e2g2g2a2a2e2e2d2|e2f2g2fgagfabaf2|e4d4e2d2d4||f4g2f2a2g2a2d'2|g2a2g2a2a2e2e2d2|e2f2g2b2a3bage2|e2d2d2g2f2d2d4
269,d2G2d2A2dBd2e2d2|A2d2e4d4G2B2|A2dBd4efd2d'4|baefe2g2a2b2baga||BdG2d2A2dBd2ed3|A2d2e4d4GAB2|A2d2d4e2d2d'4|bae2e2g2g4baga||a4b2g2g2a2g4|e2g2g2e2d4d4|g4a4b2d'2abd'2|a2fed2e2f2g2a4||a4abg2a4f2g2|e2g2g2e2d4Bd3|g2a2d'3bd'2e'2d'4|d'2b2d'4d'4a4
270,"A,4A,D3D3B,D2B,2|A,4B,2A,B,A,2D2E2D2|D2A,B,A,2D2A,2D2B,A,E2|F2G2D2E2E2D2D2B,D||A,2G,2A,2B,A,A,B,DB,A,B,A,2|A,B,D2B,4D4D4|D2B,2A,2D2A,2D2B,2EF|E2F2E2D2B,4D3E||E2A2A2G2E2D2D4|A,2D2D4A,2D2D4|D4D2E2F4G4|A2G2D4D4E2A2||D2AGA2G2E2D2D4|D4D4A,2D2D2E2|G2d2d2BAG3FD2E2|D4D3B,B,A,3A,4"
271,e4d4A2d2G2B2|F2d2d4e2feefd2|e2f2e2d2B2d2A2d2|ede2e2d2d4d4||e2deedBdA2d2G2B2|F2d2d4e2f2e2d2|e2f2e2d2d4dBd2|d2e2e2d2d4d4||g2agd'2e'2d'2a2g2d'2|a2g2a2b2d'4d'2ab|e2bd'd'4a4g2a2|g4fed2d4d2e2||g2agd'2e'2d'2a2g2d'2|d'2a2g2b2d'4d'2b2|d'4d'4d'2g2g2a2|g4f2d2d4d4
272,BdA2f2e2e4B2G2|d4A2F2A2G2G4|d4d4d4B2G2|d2e2e2d2d2e2d2B2||B2A2f2dee4BdG2|d4ABF2A2G2G4|d4d4d4B2G2|d2e2e2d2d4d2e2||d'2ad'fdeffgage3d|abd'2a2g2fga2g2d'2|b2g2d2e2f2e2d4|d2g2e2d2d4d2e2||d'bad'fe3g4e4|a2d'2aga2g2a2a2g2|gfg2f2g2e4d4|d2g2e2d2ded2d4
273,A2GFFGA2d4B2d2|d4dBd2d4d4|AGBdB2d2d2e2B2d2|d2A2E2A2F2E2EFE2||A2F2GFBAd4B2d2|d2B2d4d4d4|A2B2dB3e4B2d2|d2A2F2A2FGD2GFA2||e2g2g2e2d4d4|d2e2ege2ABe2f2g2|g2efgae2g2d2d2A2|d2A2G4F2D2E2d2||e2g2g2e2d4d4|d2e2f2e2A2e2efg2|d'2a2a2g2d2fge4|d2B2G2F2F2E2F3E
274,d4e2d2edABd4|GAd2d4d2GAF2E2|A2dAed2edBAeedeg|ed2ed4d2A2A4||d4e2d2edA2d4|A2d2d4d2A2F2D2|Ad3d4B2dBd4|d3Bbaefd2A2A4||e3fa4f2e2e4|d2e2g4g2e2d4|egad'a2gfefdeged2|fefdA2dBd2A2A4||e2f2ba3f2e2e4|d4f2g2g2e2d4|g2ad'g2fededee4|dB2Ae2gfd2A2A4
275,"d2ABF2E2D4D2F2|E4GFG2B2d2d2G2|B4G2F2DB,G2DEGF|G2A2A4d4dBAB||d2GAGFE2D4D2F2|E4F2G2B2d2d2A2|A4FEDED2G2D2G2|G2A2G2EFED3D3E||d2e2feg2e4d2e2|e2d2g2e2d2BAA2D2|d2e2d2g2e4f2e2|d4G2F2E4EDE2||d2e2f2g2a2e2d2f2|a2fef2d2d2A2A2E2|B2d2A2d2G2A2GAG2|G2A2G2F2E2D2D4"
276,A4B2A2BdAGd4|d4d4AGA2E2A2|AGd2F2A2ABd2e2d2|fed2AG3A2G2G2d2||d2A2B2A2B2A2d4|d4BAd2BAG2E2A2|AGd2G2A2A2edd3B|f3gf2e2d2A2ed2e||G4d2A2e2B2B2A2|B3dedBAB2G2G4|E4F4d2A2d2B2|f2e2d2A2BAE2e2g2||G4d2A2e2d2B4|A2G2d4d2A2A2F2|F4F2G2d2f2edf2|g2e2d4A2G2A2d2
277,"G2F2G4F2D2FEDE|B,2D2D4E4D4|BAGAF2E2D4EDE2|G2B2G2A2d4A2d2||G2E2G3FG2D2F2DE|B,2D2D4E4D4|BAGAG2E2D4EDE2|G2B2G2ABAd3e2d2||A4d4e4d4|A2d2d4A2d2A3B|ABd2d4e2f2e2d2|A4G2A2B4fed2||A3Bd4e4d2e2|f2d2d4A2d2B2e2|g2edd4d4d2B2|A2B2G2A2d4d4"
278,fg2fg2e2d4d2e2|ed3d3Afagfgag2|aga2agf2d2e2d3e|fefefedgge2fd4||a2gffgefed3d3e|e2d2ed3fgagg2a2|g2fgag3fed2fd2e|g2d2d2f2g2d2fd3||g2a2d'2bd'd'3bab2a|d'2abad'2bd'3aag2a|d'4d'4d'4bd'3|gd'b2d'agfed3e2d2||d'3bb3d'e'2d'2a2d'2|g'f'd'e'e'2d'bd'3ba2b2|d'4d'2e'd'd'2bd'bd'2a|ad'agefgegfded4
279,A2G2A2G2dBE2A4|A4d2A2GAF2D2E2|G4G2E2G2E2d2AB|d4d2e2a2e2e2d2||A2G2A2G2d2E2A4|A2B2d2A2AGF2D2E2|G4GAE2G2E2d2A2|d4d2edde3ded2||e2d2d2f2f2e2d4|d4d2e2f2g2e4|f2efd2e2f2e2e4|efa2f2g2g4gfe2||e2d2d2f2f2e2d4|e2d2d2e2f2g2g2e2|e2a2b2a2g2a2f2d2|gfe2e2b2d'2a2age2
280,e2d2BABdGFd2B2d2|e2gff2d2d2f2e2d2|d2A2G4FEd2d4|edg2e2d2A2d2B2d2||e2BdB4F2d2A2d2|e2g2efd2d2f2e2d2|d2A2G4E2d2d4|edg2e2d2B2d2A4||gfa2d'4age2d2ef|g2d'2d'4a2fge2fg|deg2g2b2g2e2g2a2|a2d'2g4g4f4||g2a2b4a2e2d2ef|a2d'2d'2bd'baf2e2f2|g2b2d'ba2feB2d2AB|B2d2e2d2e2f2e2d2
281,d4e2d2BAe2d2g2|g4g2d2d2e2f4|e2fef2e2d2g2d2a2|e4d2f2d2g2ed3||d4e2d2B2e2d2a2|g4g2d2d2e2f3e|e2g2a2e2ede2d2a2|fe3d2f2d2e2g2e2||e4bd'3d'4g2a2|e2g2a4g2f2e2d2|efb2a2baga3d2e2|f2d2g2fed2e2g4||ef2ebad'bd'2b2g2a2|f2g2g2a2g2f2e2d2|g4agd'2ga3d2gf|f2e2f4d2fge2f2
282,G4G2F2B2d2d4|d4d2G2A2G2G4|A2GAGFG2B2d2A2E2|A2d2A2GFA2G2G4||G4G2F2B2d2d2ed|d4d2G2A2G2G4|A2GAG4dBd2A2E2|A2d2A2G2A2G2G4||A2B2d4d2B2G2d2|d4g2e2f2d2d4|A2B2d4G2E2G2A2|d2B2A2G2A2G2G4||AB3d4d2B2G2d2|d4g2e2f2d2d4|A2B2d4G2E2G2A2|d2B2A2G2A2G2G4
283,G4ABA2dBd2d4|d2B2e2d2d2B2G2B2|EFA2G2d2ed3d2e2|g2e2d3BG2E2E4||G4A4d4d4|d4e2d2d2B2G2d2|E2BAG2d2e2d2d2e2|g2e2d2B2GAE2E4||a4b2a2f2e2f4|g4g2efe2d2d2A2|b2a2a2g2g4gad'2|a4e2g2g2e2e4||a4ba3f2e2f4|g4g2e2e2d2d2Bd|e4e2d2ed3f2e2|f2d2d2A2G2DEDE3
284,A3BA2G2G2F2E4|D2E2FGFEA4A4|A3BA2GAAG3F2E2|G2B2G4A2G2A2d2||A4A2G2G2F2EFE2|D2E2F2E2A4A4|A4A4A2G2G2E2|G2A2G2FGG2E2ED2F||A2d2d4d4d3e|d4e2d2d2B2A2d2|A2B2d4d4f2d2|d2A2G2E2G2F2F4||d4d4d4d2e2|e4d4d2BAA2d2|d4d2f2d2e2e2d2|d2B2d4d2A2G4
285,A4A2Bdd4d2ed|d4d2A2d4GFE2|AGFGE4A2E2dBG2|d4d2A2d2A2B2A2||A4A2B2d4d2e2|d4d2A2d4G2D2|EFBABdedBd2Ae2d2|e2fee2d2d2A2d4||ede2e2g2fge2e4|d4d4e2g2d2A2|e2f2d2e2e2d2d2A2|d4d2A2A4dBg2||e4e2f2g2f2d2e2|d4d4e2f2d2B2|d3eg2baf2g2a2g2|f2e2e4d2A2A4
286,A2B2BA3G2E2E2A2|G2E2EDFGG2A2B2G2|A2F2ABF2A2E2A2d2|ed3G2A2G2FEG3F||A4A4G2E2E2A2|G2E2E2G2G2A2B2G2|A2F2A2F2A2E2A2d2|e2d2A3BFGd2d2ed||e4f2e2d4d2e2|e2d2d2g2a2g2g2e2|f2d2e4d2e2d2e2|e2d2B2A2EFE2B2d2||f2g2f2e2d4d2e2|e2d2e2f2a2g2g4|d'4d'2a2g4e2d2|f2e2d2B2d4d2A2
287,G2AGd2e2g2d2e2d2|B4efedg2d2d2A2|F2ABd4g2B2f2de|d'bg2e4d2G2B2G2||G2A2d2e2g2d2e2d2|B4e4g2d2d2A2|F2B2d4g2B2gfd2|d'bg2fe3d2GAA4||a4b2d'2d'2gaa4|e2a2babd'd'2gad'2fg|f4g2b2a2g2d'4|a4fed2d2A2A2d2||a4bad'2d'2a2g2b2|a4agd'2d'2a2d'2g2|b2d'2d'4b2e'd'f'2d'2|d'2b2a2b2b2e2d2G2
288,e4d4d2ABG3A|A4A2BAfgagg2d2|e4e2d2B2A2G2E2|G2A2BAG2F4F2GF||e4d4d2ABG4|A2GAA2BAg4g2d2|ede2e2d2B2A2G2E2|G2A2A2G2FGF2F2EF||d2e2f2e2a4a2g2|f2e2a2f2e2g2g2fg|def2e2g2a2g2ga3|fg2fd4B2d2d4||d2e2f3ea4a2g2|f2e2a2gfe2g2g2fg|g2efg2a2b4d'2a2|d'baga4a2e2e2de
289,"d4A3GG4D4|D2E2D2E2G2d2e2d2|d4dBG2F2G2GFD2|D2E2D4D2B,DDB,D2||e2d2B2G2G4D4|D2E2D2E2G2d2e2d2|d4d2G2EFG2FEDE|D3ED3ED2B,DB,2D2||A4A2G2G2d2A4|d2A2d2ABd4d4|B2d2A4G2d2e2d2|A2d2A4GAG2G2A2||ABA2A2B2B2A2A2BA|d2A2B4d4d4|d4A2d2d4d4|d2B2G2FED2B,2D2B,A,"
290,F2GFA2e2e2f2e2f2|d4e4e3dd4|d2edd4g2fgedfg|ge3d2e2d4d4||EF3A2e2e2f2e2fe|e2d2e4e4d4|d2edgfd2bae2edef|gfe2ede2d4d4||f2gag2b2g4ef3|a4g2aga2g2f2e2|f4abd'aga2gefd2|g2e2de3d4d4||g4g2bag4ef3|a4g2aga2g2f4|f4gad'2a2g2efg2|e4d2e2d4d4
291,"D2B,2B,D3E4E4|D4G2E2GFD2E4|D4D4E3FGFEF|GFA2G2A2A4A2G2||B,DA,2D2E2E4E4|D4G2E2G2D2E4|D4D4E4F2D2|D2E2E4E4E2D2||E2A2B2d2B2G2F4|D4A2G2E2D2F2D2|E4G2A2d2ABe2d2|A2B2GA3G2E2E4||D2BAB2d2d2G2F4|E2D2A2G2E4FED2|E4G2d2e4gfd2|d2BAG2F2E4E4"
292,d4d2e2f2e2e4|d2e2d2e2e3dd2BA|B2d2d4d2e2e2d2|e2d2d4d2B2B4||d4d2e2g2e2e4|d2edd2e2f2d2d2A2|B2d2d4ede2e2d2|fed2d2e2d2B2B4||bab2abg2f4e2d2|f2g2f2e2d2f2gagf|a4g2a2g2f2f2e2|e3dd4d2B2A2B2||bab2a2g2f4e2d2|f4f2e2d2f2gag2|a2b2b2d'2a4a2g2|e2d2d2e2d2B2A3B
293,d4efg2g2f2d4|e2d2fg2ead'baga2g|d2fefg3fg3fed2|g2a2g2fed2e2d4||d4e2g2g2efed3|e2d2g2efd'2a2a2g2|ded2agfgg2f2fed2|aga2g2e2d4d4||bad'2d'4a2g2g2ag|b4d'e'agaba2a4|a2d'2d'2a2g4g2d'b|gabag2e2e2d2d4||a2d'2d'2bd'a2g2g2ag|b4d'3aa4a4|bad'2d'3bf2g2g2d'b|gabag2e2e2d2d4
294,DE2DABA2d3BB2Ad|G3FGA2GFGAGEFG2|BA3d2Add2Bed2ea|ed2eed2ff4d2ed||DE2DBAGAd4B2Ad|GFGAAG3AGA2E2GA|GA2GB3Ad2BGfd3|d3ebgded3Aged2||d4efd2d2B2d4|FGBdefged4A2EF|d3fged2fd2fgdAd|afe2d2fdd4gfe2||d4e2d2efe2d4|d2Add2edd4A2EF|GA2ed2edB2d2d2f2|d4f2edd2e2d3e
295,d2e2e4e2A2A2GA|BA3A2B2d4d2A2|d4d2e2d2B2B2E2|e2B2d2G2d2B2B4||d2e2e4e2A2A2G2|B2A2A2B2d4d2A2|d4d2e2d2B2B2E2|e2B2d2G2d2B2B2AB||g2a2b2a2g4ga3|a2d'2d'4g2d'2d'2ab|ga3a2f2f2efg4|e2d2d2A2A2d2d4||aga2b2a2g4a2g2|a2d'2d'2bd'agd'2d'4|d'4d'3bd'4d'2a2|a4a2g2d'bg2e4
296,"EFGFGA2GG2F2FG2F|D2FDGBdGAedABe2d|e2deB2A2A4A2d2|d4d2A2BAGAG4||FGE2G2AGG2EFFGFG|D3EAEB2d3AA2d2|G2A2ge3d4d2AB|A2G2BA2BGFG2G2F2||D2G2G4AGA2E4|B,2D2GdA2B2d2dBG2|EFG2G3FG4ABA2|GAG2E2D2D2F2G4||E2G2A4A4F2E2|B,D3EFA2d4BA2B|Bd3e2f2d2e2d4|d4d2g2d2A2A2G2"
297,G2A2d4e2d2ded2|A2dBd4A2G2G2FE|e3dg2e2gfeffe2a|gd2efedgfgf2d4||G2AGd4e3dd4|A2B2ed3A2G2G2FE|e2d2g2efg2e2fedf|ed3afege3Bed3||d4g4a2g2g2fg|g2a2bd'age4d4|g4d'2gaa2faa2ef|fgf2f2adede2e2dB||d4g4a2g2g2f2|g2a2b2a2e2ded4|a4d'2b2gag2efef|d3eefgded2ed3e
298,G3FG4B2d2d2e2|B2d2d4d2B2F4|F2E2F2G2d4ed3|geg2feaga2bag2e2||G2F2G4B2d2d4|B2d2d4d2B2F4|FGE2F2G2d4e2d2|feded'afgde2dde3||d4e4ABAGd4|F2d2e2d2B2A2G2E2|B2A2B2d2d2B2d4|f2g2degee2dee2d2||d4e4g2f2d4|d4d4B2A2G2F2|d2f2a4d2B2d4|g4fgagde3d3e
299,A4A2F2G2E2E2G2|G2E2G4G2F2D4|A2dBG4G2F2G2B2|A2G2G2E2G2F2E4||A4A2F2G2E2E2G2|G2E2G4G2F2D4|A2d2G4G2EFA2B2|A2G2G2E2G2F2E4||d2e2e2d2e2gfd4|A2G2G2A2G2F2E4|A2B2d4e4d2A2|A2F2G2E2F2E2E2F2||d4e2d2e2f2d4|B2G2G2A2G2F2E4|A2B2d4e2g2f2ed|d4B2A2A2G2G4
300,d4f2d2f2d2g2fe|e4d2e2d2G2AGF2|e4fgd2g2degfg2|b2g2e2g2e2d2d4||d4f2d2e2d2g2f2|e4d2e2d2G2GAF2|e4fgd2g2d2gfg2|b2g2e2g2e2d2d4||d'4e'4d'2bd'a2b2|d'4d'2baa2e2e4|e'2d'2e'4d'4d'2a2|a2g2e2g2e2d2d4||d'4e'4d'2b2a2b2|d'4d'2b2a2e2e4|a4g2d'2g2b2d'2ba|a2g2e2g2e2d2d4
